label,sentence,pred_label
neutral,మంచిర్యాల పట్టణంలోని గిరిజన బాలికల ఆశ్రమ పాఠశాలలో నిర్వహించిన జయంతికి గిరిజన సంక్షేమ ఉద్యోగుల సం ఘం అధ్యక్షుడు నైతం లక్ష్మణ్ పాల్గొన్నారు., negative
negative,పాకిస్థాన పాత్ర ప్రత్యక్షంగా రుజువైన ముంబై దాడుల సందర్భంలోనూ అప్పటి ప్రభుత్వం ఇంతటి తీవ్ర నిర్ణయాన్ని తీసుకోలేదు., negative
neutral,ఎల్నినో వంటి ఉత్పాతాలు ఊతాన్నిస్తున్నాయి., negative
negative,"ఇష్రత జహాన లష్కరే తోయిబా ఉగ్రవాదా, కాదా?, అఫిడవిట్ను చిదంబరమే స్వయంగా మార్చారా లేదా? అన్న ప్రశ్నలు మాత్రమే ఇప్పుడు ప్రధానంగా ముందుకు వస్తూ, ఇష్రత జహాన్ ఎన్కౌంటర్ నకిలీదా కాదా? అన్న ప్రధానమైన ప్రశ్న వెనక్కుపోతున్నది.", negative
neutral,అమెరికాతో మరింత సాన్నిహిత్యాన్ని పెంచుకొని చైనాకు బుద్ధిచెప్పాలన్న వాదన ఇంకా బలపడుతున్నది., negative
neutral,అయితే అణ్వాయుధాల వ్యాప్తి నిరోధక ఒప్పందంపై సంతకాలు చేయనందున అణుసరఫరాదారుల కూటమి (ఎనెస్జి)లో భారత్కు సభ్యత్వం ఇవ్వరాదని చైనా తాజాగా సియోల్లో జరిగిన కూటమి సమావేశంలో మోకాలడ్డింది., negative
negative,"ఫిరాయింపుల గురించి, అసాధారణ పద్ధతులలో బలాన్ని పెంచుకునే ప్రయత్నాల గురించి విమర్శించి ఉపయోగం లేదు.", negative
negative,రావణకాష్టంలా కాలుతున్న ఈ సమస్యతో బాటు సిరియాలో పాగావేసి ఉన్న ముస్లిం నాయకులు కొందరు పార్టీ ఫర్ డెమెక్రటిక్ యూనిటీ పేరుతో నడుపుతున్న ఒక రాజకీయ పార్టీ అక్కడి ప్రజా ప్రభుత్వానికి -1 కొత్త చిక్కులు సృష్టిస్తున్నది., negative
negative,"ఈ వైర్సతో పాటుగా అనేక భయానకమైన వ్యాధులను మోసే ‘ఈడిస్ ఈజిప్టీ’ రకం దోమలు మూడు దశాబ్దాల కాలంలో బలపడి విస్తరించినట్టే, గత కొద్ది దశాబ్దాల్లో వాతావరణంలో వచ్చిన పెనుమార్పులు కొత్త కొత్త వ్యాధులకు దోహదపడుతున్నాయి.", negative
neutral,ఎలాంటి వాహనమైనా 40 కి.మీ. కంటే వేగం వెళ్లకూడదు., negative
neutral,మత ప్రాతిపదికన మనుషుల్ని రెచ్చగొట్టే ఉగ్రవాదం ఏదైనా అది ప్రపంచానికి ప్రమాదకారి అనే విషయాన్ని అందరూ గుర్తించాలి., negative
neutral,"దేశంలోనే అత్యంత ప్రభావితమైన, జాతీయ క్రీడను మించిన ప్రజాదరణ ఉన్న క్రీడను శాసించే బోర్డుకు అధ్యక్షుడిగా ఉన్న దాల్మియాకు చివరిరోజుల్లో అనారోగ్యంతో నోటమాట రాని పరిస్థితి.", negative
negative,విభిన్న జాతుల మిశ్రమ సమాజం ఇప్పుడు అనుమానాలతో సతమతమైపోతున్నది., negative
positive,"శంకుస్థాపనలు, ప్రారంభోత్సవాలు..చెన్నూర్ పట్టణంలో చేపట్టిన పలు అభివృద్ధి , చేపట్టబోయే అభివృద్ధి కార్యక్రమాలను పెద్దపల్లి ఎంపీ బాల్కసుమన్, ప్రభుత్వ విప్, ఎమ్మెల్యే నల్లాల ఓదెలు శనివారం ప్రారంభోత్సవాలు, శంకుస్థాపనలు చేశారు. రూ . 22లక్షలతో చేపట్టబోయే పెద్ద చెరువు ఎడుమ కాలువ మరమ్మతు పనులకు, రూ .33లక్షలతో జడ్పీ బాలికల ఉన్నత పాఠశాల లో నిర్మించే అదనపు తరగతి గదుల నిర్మాణానికి వారు శంఖుస్థాపనలు చేశారు.", negative
negative,"దీనిని సమాజం విశ్వసించి, రేగిన ఆగ్రహం చప్పున చల్లారిపోతుందన్న నమ్మకంతో వారు ఆ పనిచేశారో లేదో తెలియదు కానీ, ఈ చర్య ఇంకా బెడిసికొట్టింది.", negative
positive,"ఈ టెండర్లలో 72,75,710 ఆదాయం సమకూరినట్లు ఆల య ఈఓ ముత్యాలరావు తెలిపారు.", negative
positive,దవావోలో 24 గంటలూ పనిచేసే డ్రగ్ రిహాబిలిటేషన్ సెంటర్ను ఏర్పాటు చేశాడు., negative
negative,వేర్పాటువాదులు భారత ప్రభుత్వానికి వ్యతిరేకంగా బహిరంగంగా మాట్లాడటమే కాకుండా పాకిస్తాన్ జెండాలను కాశ్మీర్ లోయలో ఎగురవేస్తున్నారు., negative
neutral,ప్రజలు ఎన్నుకున్న ప్రభుత్వం అక్కడ ఉన్నా కూడా రాజకీయ శూన్యత ఏర్పడటం ఒక రకంగా ఆశ్చర్యం కలిగించే విషయమే., negative
negative,"అణుసరఫరా దేశాల గ్రూప్ (ఎనెస్జీ) వ్యవహారంలో వైఫల్యం కంటే, దానికి పాలకపక్షం ఇచ్చిన అధిక ప్రాధాన్యం, విస్తృత ప్రచారం ఇప్పుడు సభలో విమర్శలకు వీలుకల్పిస్తున్నది.", negative
neutral,నీటి పంపులకు మీటర్లు బిగిస్తామన్నారు., negative
positive,పేదలను విస్మరించకండి అని పలుమార్లు ప్రాధేయపడ్డారు., negative
neutral,"కరువు అట్లానే ఉన్నదా, నిర్బంధం పరిస్థితి ఏమిటి, పల్లెల్లో మనుగడలను సానుకూలం చేసే ప్రయత్నాలు సాగుతున్నాయా? - వీటిని గురించి కూడా చర్చించాలి.", negative
neutral,వరుసగా అదే పనిచేస్తే డిడిఎస్ రంగంలోకి దిగుతుంది., negative
positive,"పోలీసులు ప్రజల వద్దకు వెళ్లి,వారి సమస్యలను తెలుసుకోవాలని ఎస్పీ తరుణ్జోషీ సూచించారు.", negative
positive,భక్తులకు ఎలాంటి ఇబ్బందులు లేకుండా ప్రణాళికలు సిద్ధం చేస్తామన్నారు., negative
positive,మందమర్రిలో పారిశుధ్యం కోసం ప్రత్యేక శ్రద్ధ తీసుకుంటున్నామన్నారు., negative
positive,దవావోలో బహిరంగంగా ఎవరైన ధూమపానం చేస్తే మొదటిసారి అయితే ఇరవై వేల వరకు ఫైన వేస్తారు., negative
positive,55 ఏళ్లు నిండిన ప్రతి కార్మికుడికి రూ.3 వేలు ఇవ్వాలని డిమాండ్ చేశారు., negative
neutral,అందువల్ల చాలా మేరకు వస్తువుల ధరలు (పన్నులు) తగ్గే అవకాశం కలుగుతుంది., negative
neutral,"అసియా వాయువ్య భాగంలో ఐరోపాకు దక్షిణంగా నెలకొని ఉన్న టర్కీకి చారిత్రక, భౌగోళిక ప్రాధాన్యత ఉంది.", negative
neutral,ఆ తర్వాత సిబిఐ దర్యాప్తు చేపట్టడం ప్రధాని కార్యాలయంలో కొన్ని ఫైళ్లు మాయం కావడంతో మన్మోహన్ సింగ్నే అందరూ అనుమానించారు., negative
neutral,ఆ క్రమంలో మిత్రదేశమైన సిరియాపై పట్టు బిగించడం కీలకమని భావిస్తోంది., negative
neutral,ఇలా పోటీ చేస్తున్న నాలుగు పార్టీలకూ జీవన్మరణ సమస్యగా మారినందునే ఉత్తరప్రదేశ్ అసెంబ్లీ ఎన్నికలు దేశం దృష్టిని ఆకర్షిస్తున్నాయి., negative
neutral,చీరల టెండర్లలో రింగ్ అయ్యే అవకాశాలు ఉన్నాయని పలువురు ఆరోపిస్తున్నారు., negative
neutral,శనివారం హైదరాబాద్లో కేంద్ర కార్మిక శాఖ మంత్రి బండారు దత్తాత్రేయను ఆయన నివాసంలో ఎస్పీఎం పరిరక్షణ కమిటీ నాయకులు కలిసి వినతి పత్రం అందజేశారు., negative
positive,"అలాగే డిస్ట్రిబ్యూటర్, డీలర్లు సైతం ఈ బ్యాచ్కు చెందిన పురుగు మందులను విక్రయించరాదని, దుకాణాల్లో నిలువ ఉంచరాదని ఆయన స్పష్టం చేశారు.", negative
positive,అంటే అన్ని విధాలుగానూ మన దేశానిదే పై చెయ్యి అనడంలో ఎలాంటి సందేహం లేదు., negative
negative,ఇటీవలి కాలంలో జాతి ఐక్యతకు భంగం కలిగించే ఇలాంటి సంఘటను పెరగడమే దురదృష్టకరం., negative
neutral,"ఆరెస్సెస్, వీహెచపీ పట్ల ఆమె చూపుతున్న విధేయతకు సంకేతంగా కొందరు దీనిని విశ్లేషిస్తున్నారు.", negative
negative,మండలంలో బియ్యం పంపిణీకి ఆర్వోలు అలస్యంగా విడుదల చేసిన తహసీల్దార్ స్వయంగా చర్యలు తీసుకోవాలంటూ ఉన్నతాధికారులకు ఫిర్యాదు చేశారు., negative
neutral,"ఎంటీసీఆర్లో ప్రవేశం సునాయాసంగా జరిగినా, న్యూక్లియర్ సప్లయర్స్ గ్రూపులోకి అడుగుపెట్టడం భారతదేశానికి అంత సులభం కాదన్నది ఎప్పటినుంచో అంటున్నదే.", negative
positive,"అణ్వాయుధాల వ్యాప్తి నిరోధం ఒప్పందంపై భారత్ ఆనాటి నుంచి ఇప్పటి వరకూ కూడా ఎవరు వత్తిడి తీసుకువచ్చినా, దేశంలో ఎందరు ప్రధానులు మారినా సంతకం పెట్లలేదు.", negative
neutral,"కశ్మీరీ ప్రజలు చట్టబద్ధ పద్ధతుల ద్వారా, చర్చలద్వారా, తమ రాజకీయ నాయకుల ద్వారా ఆకాంక్షల పరిపూర్తిని కోరుకోవాలని కూడా ఆమె పిలుపునిచ్చారు.", negative
neutral,దక్షిణ చైనా సముద్రం పై పట్టు కోసం చైనా మరింత దూకుడుగా వ్యవహరిస్తోంది., negative
positive,"భూమి లేని నిరుపేదలు, ఒంటిరి స్త్రీలు, వికలాంగులు, జోగీనిలు, వెట్టి చాకిరి నుంచి విముక్తి పొందిన కార్మికులకు, స్కావెంజర్లకు మొదటి ప్రాధాన్యత ఇస్తున్నారు.", negative
positive,"బ డుగు, బలహీన వర్గాలకు విద్యను అందించడంలో సర్కా రు విద్యా వ్యవస్థను పటిష్ఠ పర్చాలని డిమాండ్ చేశారు.", negative
neutral,"క్షిపణుల వ్యాప్తిని, పూర్తిస్థాయి రాకెట్ వ్యవస్థల్ని నిరోధించడం, సామూహిక హననానికి ఉపయోగపడే ఆయుధాలను నియంత్రించడం వంటివి ఈ వ్యవస్థ లక్ష్యాలు.", negative
positive,చెరువుల పునరుద్ధరణ పనులు పూర్తయితే రైతులకు సాగునీరు అందుతుందని తెలిపారు., negative
neutral,టోర్నీ ఆసాంతం అమోఘంగా రాణిస్తూ ఫైనల్కు చేరిన ఆతిథ్య జట్టు తుది మెట్టుపై బోల్తాపడి రన్నరప్తో సరిపెట్టుకుంది., negative
neutral,ఆంధ్రా సీఎం చంద్రబాబు తెలంగాణకు విద్యుత్ సమస్యను జఠిలం చేస్తున్న మాట్లాడని ఆ పార్టీ నాయకులు టీఆరెస్పై విమర్శలు చేసే నైతిక హక్కు లేదన్నారు., negative
neutral,"పెరుమాళ్ మురుగన్ వివాదాస్పద రచన ‘మధోరు బగన్’ను తాము ఎంతగానో ఆస్వాదించామని న్యాయమూర్తులు ఎస్.కె.కౌల్, పుష్పా సత్యనారాయణలు ప్రకటించారు.", negative
neutral,ఢిల్లీ అసెంబ్లీ ఆమోదించి పంపిన 14 బిల్లులను చట్టంగా చేయకుండా ఏడాది పాటు పెండింగులో పెట్టుకుని కేంద్ర ప్రభుత్వం తాజాగా తిప్పి పంపేసింది., negative
neutral,"అందువల్ల, జమాత ఉల్ ముజాహిదీన్ సంస్థే ఇందుకు కారణమని బంగ్లాదేశ్ బల్లగుద్దినా, స్వయంగా పాలకపక్ష అవామీలీగ్ నాయకుడి కుమారుడే ఉగ్రవాది అని విపక్షాలు విమర్శిస్తున్నా ప్రధానమైన అంశం ఉగ్రవాదంవైపు యువతరం ఆకర్షితులు కావడం.", negative
neutral,"ఈ సమావేశంలో నీటి పారుదల శాఖ ఇన్చార్జి ఎసీ బీవీ రమణారెడ్డి, సీడబ్ల్యూసీ సభ్యులు వెంకటేశ్వర్లు, సెంట్రల్ వర్క్బోర్డు సైంటిస్టు రఫియొద్దీన్, ఆర్డబ్ల్యూఎస్ ఈఈ సిరాజుద్దీన్, ఇతర శాఖల అధికారులు ఈ సమావేశంలో పాల్గొన్నారు.", negative
negative,"షారూక్, సల్మాన్, కలర్స్ ఛానల్, 'బిగ్బాస్ 9' దర్శకనిర్మాతలపై ఉద్దేశపూర్వకంగా మతపరమైన మనోభావాలను దెబ్బతీశారంటూ వివిధ సెక్షన్ల కింద ఎఫైఆర్ నమోదు చేయాలని న్యాయవాది గౌరవ్ గులాతి అప్పట్లో రూప్నగర్ పోలీసు స్టేషన్లో ఫిర్యాదు చేశారు.", negative
neutral,"అంబేడ్కర్ పేరే ఒక సంకల్పమంటూ, ఆయన స్వగ్రామంలో ‘గ్రామ్ ఉదయ్సే భారత ఉదయ్ అభియాన’ను ప్రధాని ప్రకటించారు.", negative
neutral,ఉత్తరప్రదేశ్ అసెంబ్లీ ఎన్నికలు బిజెపికి జీవన్మరణ సమస్య., negative
positive,పౌరాణిక పాత్రలకు ప్రాణంపోసిన ఎన్టీఆర్కు సమఉజ్జీగా నువ్వానేనా అన్నట్టుగా నటించి ప్రేక్షకుల మన్ననలు పొందిన నటుడు ఎస్వీ రంగారావు., negative
negative,ఇప్పుడు సైనిక తిరుగుబాటుకు ఇలాంటివన్నీ కారణాలే!, negative
negative,"ఇంత పెద్ద ఎత్తున పిల్లల ప్రాణాలు తీసుకుంటున్న వ్యాధులేమీ భయానకమైనవీ, నివారించలేనివీ కావు.", negative
neutral,"వివిధ కారణాలతో ఇరాక్, సిరియా దేశాల్లో ఉగ్రవాద కార్యకలాపాల్లో పాల్గొన్న అనేక మంది యువకులు తిరిగి ఫ్రాన్స్కు వచ్చేశారు.", negative
negative,అరవైశాతం జనాభా వ్యవసాయంపై ఆధారపడి ఉన్న దేశంలో దీని పర్యవసానాలు ఎంతదారుణంగా ఉంటాయో విడిగా చెప్పనక్కరలేదు., negative
negative,"సరితా, షాలూ మీనన్లు ప్రధాన పాత్రధారులుగా ముఖ్యమంత్రి చాందీ కార్యాలయ అధికారులతోనూ, రాజకీయ ప్రముఖులతో లోపాయికారీ సంబంధాలు కొనసాగించారు.", negative
neutral,"అమెరికాతో భారత్ పౌర అణు ఒప్పందం కుదుర్చుకున్నప్పటి నుంచి ఎక్స్పోర్ట్ కంట్రోల్స్ రిజిమ్స్ అయిన ఎనెస్జీ, ఎంటీసీఆర్ వంటి వాటిల్లో భారత్ ప్రవేశానికి ప్రయత్నాలు సాగిస్తూ వచ్చింది.", negative
neutral,"అంతర్జాతీయ మహిళా దినోత్సవాన్ని పురస్కరించుకొని దేశంలో తొలిసారిగా జరిగిన మహిళా చట్టసభ సభ్యుల జాతీయ సదస్సులో సమన్యాయం, సమానత్వం మీద ఈ దేశ పాలకులు ప్రసంగాలు చేసిన అనంతరం క్షేత్రస్థాయిలో కనిపించిన దృశ్యం ఇది.", negative
positive,అయితే హేగ్ తీర్పును అంగీకరించేదిలేదని చైనా ఇప్పటికే స్పష్టం చేసింది., negative
negative,దక్షిణ చైనా సముద్రంపై ఆధిపత్యం కోసం చెలరేగిపోతున్న చైనాకు అంతర్జాతీయ న్యాయస్థానంలో ఇటీవల చుక్కెదురైంది., negative
neutral,పార్టీపెట్టే విషమపరీక్షనూ చివరకు ఎదుర్కొనవలసి రావచ్చు., negative
negative,ఈ వ్యాజ్యంపై విచారణ చేపట్టిన ట్రిబ్యునల్ చైనాకు వ్యతిరేకంగా ఉత్తర్వులు వెలువరించింది., negative
negative,"ఉగ్రవాదులు అనుసరించిన ‘ఎంపిక’ విధానమే కొందరి ప్రాణాలు తీసి, అనేకులు బయట పడేందుకు వీలుకల్పించింది.", negative
negative,అంతేకాదు 9/11 అమెరికా ట్విన్ టవర్ల దాడికి కారణం జార్జి బుష్ చర్యలే తప్ప మరొకటి కాదనేది జకీర్ నాయక్ వాదన., negative
neutral,"మురుగన్ ఈ రచన ద్వారా ఏదో కథ చెప్పలేదనీ, సామాజిక వాస్తవాన్ని చెప్పారన్న కోర్టు వ్యాఖ్య రచయితకు విలువైన ప్రశంస.", negative
positive,పరిస్థితి తీవ్రస్థాయికి చేరడంతో ఎంఇఓ మల్లయ్య డీఈఓతో ఫోన్లో మాట్లాడి విద్యార్థులకు నాయం చేస్తామని హామీ ఇవ్వడంతో విద్యార్థులు ఆందోళన విరమించారు., negative
neutral,హిందూ దేవుళ్లు అందరూ అంతే.. తండ్రికి తెలియకుండా పుట్టిన బిడ్డలు అంటూ అపహాస్యం చేస్తాడు., negative
neutral,మన వైమానిక యుద్ధయోధుల సంఖ్య లక్షా 70 వేలు., negative
negative,కొందరు విద్యార్ధులపై బెయిల్కు వీలులేని అభియోగాలు మోపారు., negative
neutral,అందుకే హిందువుల దేవుళ్లకు తలలు ఉండవు అనే విధంగా వ్యాఖ్యాస్తాడు., negative
positive,రోడ్డు ప్రమాదాలను దృష్టిలో పెట్టుకుని పట్టణంలో వేగనియంత్రణ చట్టాలు చేశాడు., negative
neutral,సభ్య దేశాల ఆర్థికాభివృద్ధి రేట్లను సొంతంగా అంచనా వేసే ఆనవాయితీ ప్రపంచ బ్యాంకుకు లేదు., negative
neutral,ఉత్తరప్రదేశ్ రాజకీయ ప్రాశస్త్యం అలాంటిది., negative
positive,"జిల్లాలో ప్రభుత్వం జూన్, జులై నెలల్లో పాఠశాలల్లో విద్యార్థుల సంఖ్యను పెంచడానికి బడిబాట లాంటి అనేక పేర్లతో కోట్ల రూపాయలు వెచ్చించి విద్యార్థులను బడికి రప్పించేలా ఏర్పాట్లు చేస్తుంది.", negative
neutral,"ఇస్రోకు ఇంతటి ధైర్యాన్నిచ్చిన ఈ ప్రయోగం సాంకేతికంగా ఎంతటి క్లిష్టమైనదో, ఆర్థికంగా అంతటి లాభసాటిది.", positive
negative,అంకెల్లో తప్ప దేశ సంపద పెరగదు., negative
negative,"ఆ పార్టీ టీపీసీసీ అధినేత పొన్నాల లక్ష్మయ్య అటు నిర్మల్, ఇటు ఆదిలాబాద్కు వచ్చి సభ్యత్వ నమోదులో పాల్గొన్నా స్పందన కనిపించని పరిస్థితి.", negative
positive,ఈ పరిస్థితుల నడుమ రానున్న కొద్ది సంవత్సరాల్లో రెండంకెల వృద్ధి రేటును అందుకోవడానికి దూకుడుగా సంస్కరణలతో ముందుకు పోవాలని సర్వే సలహా ఇచ్చింది., negative
neutral,పేర్కొన్న 8 మినహాయింపులలో పరువునష్టం కూడా ఒకటి., negative
neutral,"తెలంగాణలో అధికార యంత్రాంగం యావత్తూ అధికార పార్టీతో పదం కలిపి సాగుతుండగా, ఏపీలో ప్రభుత్వ యంత్రాంగం నుంచి ముఖ్యమంత్రి చంద్రబాబునాయుడుకు సహాయ నిరాకరణ ఎదురవుతోంది.", negative
neutral,సిరియా నుంచి శరణార్ధుల పేరుతో వచ్చిన వారిలో ఇస్లామిక్ స్టేట్ ఉగ్రవాదులు కూడా ఉన్నారు., negative
positive,"ఈ సభ్యత్వాల మాయలో, హంగామాలో పడిపోకుండా, దేశానికి ఇవి అంతిమంగా చేకూర్చిపెట్టే లాభనష్టాలపై విస్పష్టమైన చర్చ జరగడం చాలా అవసరం.", negative
neutral,"వెల్లడించిన సమాచారం వాస్తవం అయినప్పటికీ, వెల్లడించిన ఉద్దేశ్యం సమాజశ్రేయస్సు అయి ఉండాలి.", negative
neutral,"‘నీట్’ ద్వారా పరీక్షను నిర్వహిస్తూ, దానిని పర్యవేక్షించే అధికారం తనకుందని ఎంసీఐ వాదన.", negative
negative,"పరిశ్రమలో నిలిచిపోయిన డిపార్ట్మెంట్లలోని యంత్రాలనుభూములను,విలువైన ఫ్యాక్టరీ ఆస్తులను,జనరల్ స్టోర్స్లోని ఉపయోగపడే స్పేర్ పార్ట్స్ సైతం వదలకుండా పరిశ్రమను లూటీ చేసి సొమ్ము చేసుకున్న కోట్ల రూపాయలను యజమని సొంత వ్యాపార రంగంలోకి తరలించి కంపెనీ మూసివేసేందుకు కుట్ర చేస్తున్నారని ఆరోపించారు.", negative
positive,హిజ్బుల్ ముజాహిద్దీన్కు చెందిన కరడుకట్టిన ఉగ్రవాది బుర్హాన్ను ఇటీవల జమ్మూ కాశ్మీర్లో భారత భద్రతా దళాలు కాల్చి చంపాయి., negative
neutral,దీంతో తత్వం బోధపడిన చంద్రబాబు ఆపరేషన్ ఆకర్ష్కు తెరతీసి రాజకీయ సుస్థిరతను సాధించే పనిలో పడ్డారు., negative
negative,"ఏది అసలు సంఘమో, ఏది నకీలీనో తెలియక ఆటగాళ్లు తల పట్టుకోవడం, దీనిపై భారత ఒలింపిక్ సంఘం స్పష్టతనివ్వకుండా నాన్చడం తెలియని విషయాలేమీ కాదు.", negative
neutral,విద్యా శాఖపై అందరూ సలహాలు ఇస్తారు కానీ ఆచరించరు., negative
neutral,"తాజా ఉత్తర్వుల వల్ల నీట్ నోటిఫికేషన పునరుద్ధరణకు నోచుకొని, ఇప్పుడు బంతి మళ్ళీ మెడికల్ కౌన్సిల్ ఆఫ్ ఇండియా చేతిలోకి వచ్చింది.", negative
positive,"వ్యాధులపై యుద్ధం పేరిట వివిధ దేశాలు, సంస్థలు ప్రదర్శిస్తున్న అత్యుత్సాహం కూడా కొంపలు ముంచుతున్నదని కొందరి బాధ. డెంగ్యూ, చికెన్ గున్యా, జికా వైర్సలను నియంత్రించే పేరిట ఆక్సిటెక్ అనే సంస్థ జన్యుమార్పిడి ఈడిస్ ఈజిప్టీ దోమలను రూపొందించి బ్రెజిల్లోని జువాజైరో ప్రాంతంలో విడుదల చేసింది.", negative
negative,లక్ష జనాభావున్న ఈ ప్రాంతం మీద తమకు ఏమాత్రం నియంత్రణలేకుండా పోయిందని ఇటీవలే బెల్జియం హోంమంత్రి వ్యాఖ్యానించారు కూడా., negative
negative,"2జీ స్కాంలో కీలకపాత్ర పోషించిన కార్పొరేట్ మధ్యవర్తి నీరా రాడియాలాగా, కేరళలో ‘సోలార్’ స్కాంలో సరిత సంచలనం సృష్టించారు.", negative
neutral,శుక్రవారం నెన్నెలలో మిషన్ కాకతీయలో భాగంగా చెరువులను పరిశీలించారు., negative
neutral,వేర్పాటువాదులు కార్యకలాపాలు అధికం చేయడమంటే దేశవిద్రోహ చర్యలు ఎక్కువ అవుతున్నట్లే భావించాలి., negative
positive,"కాంగ్రెసలో తూకీమీద వచ్చిన తిరుగుబాటు, ఆయన వారిని సస్పెండ్ చేయడం ఈ సంక్షోభానికి కారణమన్న బీజేపీ వాదన నిజమైనప్పటికీ, ఢిల్లీ నుంచి రాజ్భవన వరకూ కలసికట్టుగా ఈ నిప్పు రాజేశారన్న తూకీ ఆరోపణలోనూ వాస్తవం ఉన్నది.", negative
neutral,"నిజానికి, హైడ్రోజన బాంబు సిద్ధంచేసినట్టు కిమ్ ప్రకటించగానే ఆయనకు అత్యంత ప్రీతిపాత్రమైన పాప్బ్యాండ్ ప్రదర్శనను చైనా తన దేశంలో నిలిపివేసి ఈ విషయంలో తన వైఖరిని ముందుగానే తెలియచెప్పింది.", negative
neutral,ఉత్తరప్రదేశ్లో చతుర్ముఖ పోటీ తప్పదు., negative
positive,"ఇలా కాక, చీఫ్ విజిలెన్స కమిషనర్ లేదా కంప్ర్టోలర్ అండ్ ఆడిటర్ జనరల్ స్థాయి వ్యక్తులు కమిటీలో కూర్చున్నప్పుడే డేటా అవసరాన్ని, వినియోగాన్ని కచ్చితంగా నిర్థారించడం సాధ్యపడుతుందని ప్రతిపక్షాల వాదన.", negative
neutral,కేరళలో ఎన్నికలు ముంచుకొస్తున్న తరుణం కాబట్టి ఆ అంశాలేమిటో ప్రత్యేకంగా చెప్పుకోనక్కరలేదు., negative
neutral,గత మూడేళ్లుగా ఆర్బీఐ గవర్నర్గా ఉన్న రాజన్ పదవీ కాలం ఈ సెప్టెంబర్తో ముగుస్తుంది., negative
neutral,భారత్ చేసిన హెచ్చరికలతో పాకిస్తాన్ కూడా అప్రమత్తమైంది., negative
neutral,"ఇండియా- ఈయూ భాగస్వామ్య సదస్సులో భాగంగా యూరోపియన యూనియన నేతలతో జరిపిన చర్చల్లో వాణిజ్యం, పెట్టుబడులు, వాతావరణం ప్రధానంగా రాబోయే ఐదేళ్లకు ప్రణాళికలు రూపొందించుకోవడం స్వాగతించవలసింది.", negative
negative,అక్కడ కూడా అతడికి సంబంధించిన వ్యక్తులు రైతులపై దాడులు చేశారు., negative
neutral,"ఆస్ర్టేలియా వంటి సరఫరా దేశాలతో దీర్ఘకాలిక ఒప్పందాలు కుదర్చుకొని అణు ఇంధనం పొందడంతో పాటు, రష్యా, ఫ్రాన్స్, అమెరికా వంటి దేశాల నుంచి ఆధునిక న్యూక్లియర్ రియాక్టర్లు అందుకోగలుగుతున్నది.", negative
positive,"సామాజిక తనిఖీ అంటే ఖచ్చితంగా కూలీలని ఇక్కడికి రప్పించాలని, వారి కష్టసుఖాలను అధికారులు తెలుసుకోవాలన్న నిబంధనలున్నాయ ని మడిగెల గంగాధర్ అన్నారు.", negative
neutral,ఇందుకు ప్రతిస్పందనగా రష్యా తక్షణమే ఆంక్షలను ఎత్తివేసింది., negative
negative,సెప్టెంబరు 11 దాడుల తరువాత అమెరికాలోని అనేక ప్రాంతాల్లో వేలాదిమంది సంతోషంతో పండుగ చేసుకున్నారని వాదించి ఓట్లు నొల్లుకోగలడు., negative
negative,అయితే ఈ పర్యటనతోనే రెండు దేశాల మధ్య సంబంధాలు పటిష్ఠమవడం నల్లేరుపై నత్తడకలా సులభంగా సాగదు., negative
negative,లక్ష కంటే ఎక్కువ రుణం తీసుకున్నా లక్ష లోపే మాఫీ అయ్యే అవకాశం ఉన్నందునా ఇలాంటి రైతులు కొందరు తమ రుణాలు రెన్యువల్ చేయించుకునేందుకు ఆసక్తి చూపడం లేదనేది అధికారులు స్పష్టం చేస్తున్నారు., negative
neutral,"నూక్లియర్ సప్లయర్స్ గ్రూప్ (ఎనెస్జీ)లో భారత సభ్య త్వాన్ని వ్యతిరేకిస్తూ, వారం రోజులుగా గొంతుబాగా పెంచిన చైనాను బుజ్జగించే ప్రయత్నమిది.", negative
negative,వని ఎన్కౌంటర్తో కలిపి ఇప్పటికి ఈ ఏడాది ఒక్క కాశ్మీర్లోనే 83 మంది ఉగ్రవాదులను భద్రతాదళాలు మట్టుపెట్టాయి., negative
neutral,"దేశంలో పలు చోట్ల విస్తరించి ఉన్న పాకిస్తాన్ ఉగ్రవాదులు, ఇస్లామిక్ స్టేట్ ఉగ్రవాదులు దాడులకు పొంచి ఉన్నారనే నిఘా వర్గాల హెచ్చరికలు పోలీసులకు కంటిపై కునుకు లేకుండా చేస్తున్నాయి.", negative
negative,రాళ్ల దాడిలో ముగ్గురు పోలీసులు సహా 11 మంది గాయపడ్డారు., negative
positive,తాజాగా ఢాకా ఉగ్రదాడితో జకీర్ నాయక్ ఎవరనే విషయంపై సర్వత్రా ఆసక్తిని కనబరుస్తున్నారు., negative
negative,"కొన్ని సందర్భాల్లో ఉగ్రవాద దాడి సృష్టించిన బీభత్సం కంటే, అనుసరించిన విధానం ఎక్కువ భయపెడుతుంది.", negative
neutral,దేశవ్యాప్తంగా సంచలనం సృష్టించిన 2జి స్ప్రెక్టం కుంభకోణం దర్యాప్తు బాధ్యతల నుంచి సిబిఐ డైరక్టర్ రంజిత్ సిన్హాను తప్పిస్తూ అప్పటిలోనే అత్యున్నత న్యాయస్థానం ఆదేశాలు జారీ చేసింది., negative
