Sentence,Label
आईफोन में टेस्ट टेस्टबुक खोलो,1
मैप खोलो ओह्ह्ह गूगल मैप खोलो।,1
अभी एप अभी डाउनलोड की हुई एप दिखाओ।,1
"लॉन्च,उम्म हां आईफोन में इंस्टाग्राम ऐप खोलें।",1
मेरे नेटफ्लिक्स एप्प पर जाओ जाओ मेरे नेटफ्लिक्स एप्प पर,1
दिखाओ मेरे एप दिखाओ,1
मेरे ह्ह्ह्ह्ह्ह हालिया डाउनलोडेड ऐप्स दिखाओ।,1
गुगल प्ले खोलिये ओर रम्मी स्स्स्स्स्स शुरू करो,1
मेरे एप दिखाओ पसंदीदा एप दिखाओ।,1
गूगल खोलो उम् गूगल का ऐप खोलो।,1
ओपन उम्म ओपन बीबीसी ऐप।,1
मेरी नेटफ्लिक्स ऐप्प खोलो,1
फेसबुक मेरे आआअ आईफोन पर लॉन्च करो।,1
ऐप्स डाउनलोडेड ऐप्स की लिस्ट दिखाओ।,1
गूगल का म्यूजिक स्ट्रीम करने का करने वाला ऐप खोलें।,1
गूगल फोटोज खोलो खोलो गूगल फोटोज ।,1
मेरे फोन अम्म आईफोन पर खोलो आईस्टोर,1
मेरे पिक्सेल पर पिक्सेल पर स्पॉटीफ़ाइ एप ओपन करो।,1
मेरे फोन पर इंस्टॉल एप सभी एप दिखाओ,1
समाचार दिखाने वाला समाचार दिखाने वाला एनडीटीवी ऐप को मेरे ओपो फोन में खोलें,1
लेटेस्ट इन्सटाल्ड उम्म्म इन्सटाल्ड एप्प दिखाओ,1
मेरे फ़ोन पर फ़ोन पर गूगल ऐप खोलो,1
जाएं मेरे ऐप्स पर जाएं,1
ऐ एमेजॉन से वीडियो स्ट्रीमिंग ऐप खोलें,1
खोलो गेम वाला ऐप उम् गेम वाला ऐप खोलो।,1
म्यूजिक स्ट्रीम एप्प ओपन करें,1
एप फेसबुक एप,1
गूगल फोटोज खो खोलो।,1
एप्स इंस्टॉल एप्स दिखाओ,1
मुझे मुझे मेरे सैमसंग फोन के सभी ऐप दिखाओ जल्दी से।,1
म्म्म्म्म्म मेरे नेट्फ्लिक्स ऐप्प पर जाएं।,1
ए ऐप्स खोलो खोलो,1
"वीडियो स्ट्रीमिंग एप्प को मेरे उम्म, अमेज़ॉन के एप्प पर लॉन्च करें|",1
स्टार मम स्टारबक्स का ऐप खोलें।,1
फिटबिट खोलें और मेरा फिटनेस सत्र शुरू करें।,1
पापा को समाचार देखना है इसलिए सीएनएन सीएनएन ऐप को खोलो।,1
अमेज़न उम्म्म अमेज़न की वीडियो स्ट्रीमिंग ऐप खोलें।,1
"उम्म, एप्प ओपन करें|",1
अभी डाउनलोड किए गए इंस्टाग्राम को ओपन करे,1
क्या आप क्या आप मेरे लिए मेरे लैपटाप में स्नैपचैट ऐप खोल सकते हैं?,1
शुरू करो फेसबुक शुरू करो,1
खोलें ऐप्स खोलें,1
फेसबुक आह फेसबुक खोल दोगे ज़रा,1
गूगल दिखाओ ओह्ह गूगल फोटो ऐप ओपन करो।,1
ओपन कीजिए कीजिए ओपन एप्स को,1
मेरे पिक्सेल पर स्पॉटिफाई खोलें,1
लेटेस्ट इन्सटाल्ड उम्म्म इन्सटाल्ड एप्प दिखाओ मेरे फ़ोन पर,1
सीएनएन ऐप खोलें खोलें|,1
ओपन करो एप नेटफिक्स एप,1
पापा को समाचार देखना है इसलिए सीएनएन सीएनएन ऐप को खोलिए।,1
गूगल मैप मैप ऐप।,1
म्यूजिक ऐप्स में कौन कौन से ऐप्स है ऐप्स है दिखाओ मुझे?,1
फेसबुक फेसबुक ऐप लॉन्च करें,1
अमेज़न द्वारा बनाई गयी अमेज़न प्राइम को खोले,1
स्टार्ट स्टार्ट कीजिए फेसबुक,1
मेरे स्मार्टफोन पर आह डाउनलोड की हुई ऐप दिखाओ मुझे,1
इंस्टाग्राम ओपन करे मेरे आई पैड पर,1
"आईपैड में अमेज़न,उम्म अमेज़न लॉन्च करें।",1
ज्ज्जियो जियो ऐप शुरु करो,1
फेस फेस फेसबुक एप,1
ऐप स्टारबक्स के लिए ऐप खोलें,1
इन्सटाल्ड उम्म डाउनलोडेड ऐप दिखाओ।,1
मुझे अभी इनस्टॉल किये हुए एप्लीकेशन बताइए,1
गूगल का म्यूजिक म्यूजिक स्ट्रीमिंग ऐप खोलें।,1
इसका अ अ इस बार का बिल भरना है,1
मेरा भरिए बिल बिल भरिए।,1
मेरे बिजली का बिल भर दो भर दो।,1
अक्तूबर का उम २० अक्तूबर का बिल जमा कर दो,1
मेरे क्रेडिट कार्ड कार्ड का बिल 5 तारीख को भर देना।,1
"गूगल, क्या तुम मेरे लिए बिल अम्म्म बिजली का बिल भर दोगे?",1
मेरा बिल पे मेरे पानी का बिल पे करो।,1
क्या मेरे पानी के बिल का भुगतान कर दोगे पानी के बिल का भुगतान कर दोगे,1
फोनपे मैं अपने बीमा स्वास्थ्य बीमा बिल का भुगतान करना चाहूंगा,1
"अरे एंड्रॉइड पे, मैं चाहता हूं कि आप मेरे उम, बिजली बिल का पूरा भुगतान करें।",1
अक्टूबर अक्टूबर का इंटरनेट का बिल पे कर दो,1
"मेरा गैस का ये जो है, बिल है, कल वो तक, वो कल शाम तक भर दीजिए।",1
मेरे पिछले महीने महीने का टेलीफोन बिल बकाया भुगतान करो।,1
मैं भुगतान करना चाहता हूं मैं एलआईसी बीमा बिल का भुगतान करना चाहता हूं।,1
मेरे क्रेडिट कार्ड से मोबाइल बिल बिल भर दो।,1
मेरे मेरे बिल का भुगतान करो ।,1
वाट्स एप पर मेरे बिल बिजली बिल का भुगतान करें।,1
एंड्रॉयड पे मुझे मुझे अपना इंश्योरेंस बिल पे करना है।,1
बिल जमा करो ₹400828 का बिल जमा करो मेरा बिजली का बिल,1
एंड्राइड पे उम्म एंड्राइड पे से आईसीआईसीआई बैंक का हेल्थ  बीमा का भुगतान करना चाहता हूँ।,1
मेरा अगस्त का 500 रुपये का गैस गैस बिल आज पेटीएम से यूपीआई द्वारा भरिए।,1
पेटीएम का उपयोग करके अभी रेस्तरां बिल का भुगतान करें।,1
वो जिओ का कार दो ओफ़्फ़्फ़ मतलब जिओ का इंटरनेट का पेमेंट कर दो।,1
बिल का मेरे बिल का भुगतान करें,1
"ठीक है पेपैल, पिछले महीने पानी बिल का भुगतान करें अभी करे",1
मेरे सभी हम्म सभी बिल भर दीजिए।,1
ऑनलाइन ऑनलाइन मेरे फ़ोन का २००० रूपए बिल जमा करो।,1
मैं चाहता मैं चाहता हूँ कि आप मेरे बिजली का बिल का भुगतान करो।,1
अच्छा मोबिक्विक से मोबिक्विक से यात्रा बीमा देना है,1
मैं अपने पानी का पानी का बिल भरना चाहती हूँ।,1
कॉमकास्ट कल सुबह मेरे मेरे बिल का पूरा भुगतान कर दो ।,1
मैं इस महीने का अमम गैस का बिल पे करना चाहूँगा अपने डिस्कवर कार्ड से पे करना चाहूँगा।,1
पीपल पीपल अरे नहीं उम्म्म पेपल सितम्बर चालान के लिए न्यूनतम राशि या या उम्म्म पूरी राशि का भुगतान करें।,1
मेरे पिछले महीने के पानी के बिल का भुगतान करें मेरे पिछले महीने के पानी के बिल का भुगतान करें,1
पेयपल मेरा मेरा क्रेडिट कार्ड डेब्ट पे कर दो,1
मेरे क्रेडिट कार्ड मेरे क्रेडिट कार्ड के लिए 1000 रूपए का भुगतान करो।,1
मेरे जम अह्ह्ह्म जिम बिल का भुगतान करो।,1
क्रेडिट कार्ड मेरा वीसा क्रेडिट कार्ड ऋण चुका दो,1
बिल जमा करो ₹400 का बिल जमा करो मेरा बिजली का बिल,1
मेरे उपयोगिता बिल से $30 का भुगतान करें।,1
इस महीने का इस महीने की सभी ईएमआई चुका दीजिए,1
मेरे वाईफाई का जो बिल है उसका फोनपे हा फोनपे से भुगतान करो,1
बिल जमा करो ₹40999का बिल जमा करो मेरा बिजली का बिल,1
जुलाई का बिजली बिल ऑनलाइन पे कर दो कर दो,1
मै अपना बिल इलैक्ट्रिक बिल भरना चाहता हूँ,1
"एंड्रॉइड पे, मैं चाहूंगा कि आप जनवरी माह के मेरे पान उम्म अरे मेरा मतलब मेरे फोन बिल का पूरा भुगतान करें।",1
अक्टूबर का इंटरनेट के इंटरनेट का बिल पे कर दो मेरे डेबिट कार्ड से,1
मैं भुगतान करना चाहता हूं मैं फिओस बिल का भुगतान करना चाहता हूं,1
मैं चाहूंगा कि आप मेरे वीज़ा कार्ड बिल का पूरा भुगतान करें।,1
मेरे क्रेडिट कार्ड कार्ड का ३४०० का बिल भर दो,1
"मेरे गैस बिल के पिछले बिलिंग साइकिल से जो अमाउंट जो भी अमाउंट ड्यू है, उसे पूरा पे कर दो।",1
मेरा बिल बिल पे करो।,1
एचडीएफ़सी उम्म पेटीएम जल्दी से मेरा बिजली का बिल भरो।,1
"क्या भर दोगे, क्या मेरा बिल भर दोगे?",1
मेरा भरिए बिल बिजली बिल भरिए।,1
चेस खोलें और वेरिज़ोन के बिल का भुगतान करें।,1
मेरे बिजली बिल का भुगतान कराओ|,1
क्या आप चुका दोगे क्या आप मेरा एयरटेल वाला बिल भर सकते हो?,1
मेरा बिल मेरा बिल पे करो।,1
टी-मोबाइल का बिल बिल ऑनलाइन पे कर दो।,1
मैं फिओस के बिल फियोस बिल का भुगतान करना चाहता हूं ।,1
मेरा बिल भर मेरा पानी का बिल भर दो।,1
हे पेटीएम पिछले महीने के पानी के बिल का भुगतान करने के लिए उम्म पेटीएम का उपयोग करें।,1
पापा के पापा के टीवी का बिल का भुगतान करिए।,1
मेरे २५ अक्टूबर का मममममम बिल चुका देना।,1
मेरे बिल के लिए नकद ५०० रुपये नकद का भुगतान करें।,1
अक्टूबर महीने के इनवॉइस का न्यूनत अम्म्म न्यूनतम राशि भुगतान कर दो।,1
अमेज़ॅन पे का उपयोग करके मेरे ऑलस्टेट बिल का भुगतान करें ऑलस्टेट बिल का भुगतान करें,1
हे पेपैल मेरे सितंबर के बकाया बिलों का भुगतान करें।,1
मेरे अप्रैल महीने के सभी बिल क्रेडिट कार्ड से ऑनलाइन अमम ऑनलाइन भरिए।,1
भीम ऐप से मेरा किराया चुकाएं।,1
मेरा मेरा बिल भुगतान करो।,1
मैं चाहती हूँ मेरे पानी के बिल का भुगतान अभी हो अभी हो भुगतान,1
गूगलपे का इस्तेमाल करके अह अह अह मेरे बीमा बिल इस महीने तक का पे कर दो,1
मेरे इस महीने के सभी बिल क्रेडिट कार्ड से ऑनलाइन अमम ऑनलाइन भरिए।,1
"भुगतान उम्म्म, मेरे भोजन बिल के 500 रुपये। भुगतान करो।",1
जून जून का पानी का बिल भर दो,1
मेरे वीज़ा क्रेडिट कार्ड ऋण का भुगतान करें भुगतान करें।,1
"एंड्रॉइड पे, मेरे क्रेडिट कार्ड ऋण का भुगतान करें।",1
अक्टूबर 20 हां अक्टूबर 20 का बिल पे करो।,1
पेपल का उपयोग करके मेरे 20 अक्टूबर के बिल 20 अक्टूबर के बिल का आधा नहीं पूरा भुगतान करें।,1
आप मेरे लिए मेरे पानी के बिल का भुगतान करें।,1
पेटीएम के माध्यम से बिल का मेरे बीमा बिल का भुगतान करें,1
मेरे एसबीआई के क्रेडिट कार्ड की पिछली पिछली बिलिंग साइकल का फुल पेमेंट कीजिए।,1
पिछले महीने के क्रेडिट क्रेडिट बिल्स पे कर दो,1
मेरे न्यूजपेपर बिल का भुगतान भुगतान कर दिया जाए।,1
मेरा बिजली का पिछले वाले महीने का जो बिल है ना उसका का भुगतान करो,1
ओके पेपाल मेरे वीसा कार्ड का बकाया बकाया चुका कर ख़तम करो।,1
पिछले महीने के ह हाउस टैक्स का बिल अअअ हम्म्म डिस्कवर कार्ड से जमा करना।,1
बिल जमा करो ₹4010का बिल जमा करो मेरा बिजली का बिल,1
अक्टूबर के इनवॉइस के लिए मिनिमम शुल्क पे कर कक चुका दीजिये।,1
मोबाइल का भुगतान करें मेरा मतलब है मोबाइल बिलों का भुगतान करें।,1
मेरा मिस्टर ओह मास्टर कार्ड का बिल पेटीएम से देना से देना,1
बिल जमा करो ₹40948 का बिल जमा करो मेरा बिजली का बिल,1
अबकी अहम्म पिछले हफ़्ते का बिल भरना,1
"एंड्रॉइड पे, मेरे बिल का बिजली बिल बिल का पूरा भुगतान करें",1
मेरे पिछले महीने के क्रेडिट कार्ड बिलों का भुगतान करें।,1
मेरा गैस के सारे बिल बचे हुए सारे बिल का भुगतान करो,1
गुगल गुगल पे मेरा क्म अह्ह्ह पुरा बिल का भुगतान कर देना कल सुबह।,1
बिल जमा करो ₹40938 का बिल जमा करो मेरा बिजली का बिल,1
मेरे क्रेडिट कार्ड के लिए आज ही 1000 रुपये का भुगतान करें।,1
अच्छा मोबिक्विक से मोबिक्विक से रेंट इंश्योरेंस देना है,1
कोमकास्ट कोमकास्ट मेरे मोबाइल का बिल भर दो,1
रिचार्ज के रिचार्ज के 239 रुपे पे कर दो,1
मैं चाहता हूँ कि मेरे पान उम्म्म पानी का बिल तुम भुगतान कर दो।,1
मुझे अपने मैं अपने टी-मोबाइल बिल का भुगतान फोन द्वारा करना चाहता हूं ।,1
बिल जमा करो ₹470 का बिल जमा करो मेरा बिजली का बिल,1
"एंड्रॉइड पे, कार्ड के लिए मेरे क्रेडिट कार्ड के लिए माह अक्टूबर का आज ही पूरा या नहीं $19.99 का भुगतान करें।",1
मेरा वी वीजा कार्ड का उधार भर दो,1
कॉमकास्ट अम कल सुबह मेरे बिल का पूरा भुगतान करें,1
मेरे इस महीने के इस महीने के राशन का भुगतान करो,1
बिल भरना बिल भर दो मेरा।,1
चेज़ खोलो और बिल का वेरीज़ोन बिल का भुगतान करो,1
मोबाइल मोबाइल का बिल चुका दीजिए,1
"कॉमकास्ट, कल सुबह अममम वो मेरा बिल पूरा पे कर देना।",1
चलो एक बिल जमा करे अ.. अ पिछले महीने का जमा कर दो,1
अगले महीने मेरे टेलीविज़न का बिल का बिल भर देना।,1
पपीपल उम्म्म एंड्रॉइड पे मैं इस माह के बिजली बिल बिजली बिल का पूरा भुगतान करना चाहता हूं।,1
बिल जमा करो ₹404 का बिल जमा करो मेरा बिजली का बिल,1
मेरे उपयोगिता बिल के बदले उपयोगिता बिल के बदले $१५ का भुगतान करें,1
जनवरी के सारे के सारे ही बिल भरें।,1
कल मेरे पानी का बिल जमा कर देना कल।,1
मेरे पानी का चुकता बिल चुका देना।,1
एयरटेल मोबाइल बिल ऑनलाइन पे पे कर दो,1
बैंक ऑफ़ अमेरिका यायाया क्या हाँ पेपल मैं चाहता हूं कि आप मेरे लिए मेरे जून माह के पानी के बिल का आधा भुगतान करें।,1
मैं अपने बीएसएनएल फोन बिल का भुगतान ऑनलाइन करना चाहता हूं।,1
मैं भुगतान करना चाहता हूं मैं बीमा बिल का भुगतान करना चाहता हूं।,1
मेरा पानी का 2 महीने का बिल बिल जमा करना,1
मुझे अमममम वो अंडे लेने है।,1
मुझे सेफवे से कार्ड का क्रेडिट कार्ड का उपयोग करके अपनी माँ के लिए एक उपहार लाना है।,1
मुझे ऑफिस सप्लाइज प्प्प्रप्त प्राप्त करनी हैं,1
सेफवे से एक कॉफी अम्म नहीं २ कॉफी ले लो।,1
क्या आप मुझे ग्रो अ ग्रोफर्स से गम का एक पैकेट दिला सकते हैं,1
मुझे अपना बाजार से कार्ड का क्रेडिट कार्ड का उपयोग करके अपनी माँ के लिए एक उपहार लाना है।,1
मुझे एक किताब मेरा मतलब एक पुस्तक लेनी है,1
मुझे एक नई जोड़ी चाहिए उम हाँ चश्मे की एक नई जोड़ी,1
टारगेट से नगद कॉफी प्राप्त करें जिससे एक्सप्रेस द्वारा गूगल एक्सप्रेस द्वारा वितरित किया जाता है,1
मुझे अंकुर के लिए एक अम्म्म एक बर्थडे केक लेना है।,1
हल्दीराम से उम्म चार खाने के पैकेट डिलीवर करवाना,1
मेरे डिस्कवर कार्ड का उपयोग करते हुए मुझे शैंपेन एंड केवियर ले कर ला कर दो ।,1
मुझे चाय पत्ती चाहिए चाहिए वालमार्ट से,1
स्वादिष्ट हो जाओ मेरा मतलब है 'प्यारी रसोई' से कुछ स्वादिष्ट उत्पाद प्राप्त करें।,1
मुझे हम्म कुछ किराना सामान मंगवाना है,1
मुझे कुछ कॉपी और पेन लाना है कुछ,1
क्या मैं अपना प्रोडक्ट होम डिलीवरी द्वारा प्राप्त कर सकती हूँ?,1
भिंडी आलू लाओ मास्टर मास्टरकार्ड का इस्तेमाल करके,1
क्या एक चिप्स पैकेट प्राप्त किया जा सकता है एक चिप्स का पैकेट प्राप्त किया जा सकता है,1
मुझे लानी है कुछ किताबें लानी है,1
"ममम मुझे अपने पिता के लिए, अपने पिता के लिए एक उपहार लाने की जरूरत है",1
सेफवे से क्रेडिट कार्ड का उपयोग करके कॉफी ले कॉफी ले,1
मुझे एक जोड़ी जूते लेने हैं ऐमज़ॉन ऐमज़ॉन से ऑनलाइन डेबिट कार्ड का इस्तेमाल करके,1
"कुछ कॉफी लें, कुछ कॉफी लें।",1
टारगेट डिलीवर्ड बाय गूगल एक्सप्रेस से कॉफी कॉफी लो ।,1
मुझे अमममम एक नया चश्मा चाहिए।,1
मुझे चाहिए एक नया शर्ट चाहिए।,1
क्या मुझे कुरकुरे का उम्म एक पैकेट मिल सकता है,1
मुझे बॉस को उपहार उपहार देने की ज़रूरत है।,1
"मुझे ले आओ, मेरे क्रेडिट कार्ड का उपयोग करके मुझे शैंपेन और कैवियार दिलाओ।",1
मेरे लिए उम्म हाँ मेरे लिए नया जूता प्राप्त करो।,1
मुझे जरूरत कई लीटर दूध की जरूरत पड़ेगी।,1
डॉमिनोज से एक अम्म्म दो मीडियम एक्स्ट्रा चीज स्वीट कॉर्न पिज़्ज़ा मेरे अअअ डेबिट कार्ड से लो।,1
मेरे वीजा उम्म हाँ वीजा कार्ड का इस्तेमाल करके मोबाइल फोन देखो फ्लिपकार्ट पर।,1
मुझे जरूरत है एक नए नए शर्ट की,1
कुछ कोफ़ कॉफ़ी प्राप्त करो।,1
मेरे बालों के लिए एक शैंपू उसका अअअ बियर शैंपू चाहिए।,1
मुझे तोहफा लेने अक्षय के लिए एक तोहफा लेने की जरूरत है,1
मेरे कार्ड डेबिट कार्ड का इस्तेमाल करके 2 पिज़्ज़ा ले लो,1
मेरे पापा के पापा के लिए चीनी रहित मिठाई प्राप्त करिए।,1
जूते की जोड़ी चाहिए बाटा से चाहिए,1
"मुझे कुछ, कुछ स्कूल की आपूर्ति प्राप्त करनी है।",1
बीबा के स्टोर से ऑफलाइन मम्मी के लिए एक कॉटन की ओह कॉटन सिल्क की साड़ी लेनी है,1
मुझे मैकडॉनल्ड्स से बर्गर कुछ बर्गर लेने की जरूरत है।,1
ममम मुझे अपनी माँ के लिए एक उपहार की ज़रूरत है,1
मम्मी के लिए के लिए समोसा प्राप्त करो।,1
क्या मुझे लॉटी अम्म्म लाॅटी चाॅको पाई का अअअ एक पैकेट मिलेगा।,1
अम्म्म एक चाय लो।,1
क्या मुझे गरीबो के लिए गरीब बच्चों के लिए कुछ जूते मिल सकते हैं?,1
ऑनलाइन माध्यम से पापा पापा के लिए तोहफ़ा चाहिए,1
मुझे अपने बेटे के जन्म के लिए जन्मदिन के लिए गिफ्ट चाहिए,1
गूगल ट्रैन सॉरी गूगल एक्सप्रेस द्वारा सामान डिलीवरी कीजिये,1
माँ के लिए साड़ी प्राप्त करो उम्म फ्लिप्कार्ट से।,1
मुझे चाहिये गोलगप्पे अभी हाँ अभी चाहिये गोलगप्पे,1
मुझे थोड़ी कॉफी लाने ममममम लेने की जरूरत है।,1
क्या तुम क्या तुम भाई के लिए एक बेल्ट लेने में मेरी मदद कर सकते हो,1
गूग गूगल एक्सप्रेस के टारगेट से चाय लाओ,1
कुछ चिप्स के पैकेट मांग मंगवाना,1
मुझे एक जोड़ी चश्मे अअअ लेंस वाले चश्मे लेने हैं।,1
मुझे बहुत सारे बैलून की जरूरत की जरूरत है।,1
सेफवे से उम्म कॉफ़ी प्राप्त करो।,1
मुझे फ़ेडेक्स आम्म्म द्वारा प्रोडक्ट चाहिए,1
मुझे एक नया जैकेट जैकेट लेने की जरुरत है।,1
कुछ पैक प्राप्त करें मेरा मतलब है कि कपड़ों के कुछ पैक प्राप्त करें।,1
आज के लिये एक ब्रेड और अह अह अह १२ अण्डों की जरूरत है प्लीज प्राप्त करो,1
अम्म क्रेड क्रेडिट में सबवे से बर्गर लाओ,1
मेरे लिए एक बर्ग बर्गर प्राप्त करो।,1
मुझे नए जूते नए वाले जुते लेना है।,1
क्या मुझे आलूबड़े का बैग मिल सकता है मिल सकता है?,1
रूपए कार्ड का रूपए कार्ड का इस्तेमाल कर के सब के लिए काफ़ी लाओ,1
कै कैश में मेरे लिए सब्जी लाओ,1
दिवाली के कपड़े मेरे परिवार मेरे परिवार के लिए प्राप्त करो।,1
सेफवे से रोटी प्राप्त करें।,1
क्रेडिट कार्ड का इस्तेमाल करो करके शुगर एंड स्पाइस से एक ममममम एक बर्थडे केक लाना है।,1
शॉपसि से हम्म शॉपसि से चेयर मगवाओ।,1
"मुझे लैपटॉप, उम् हाँ, लैपटॉप चाहिए, डेबिट कार्ड से भुगतान करें।",1
मम्मी के लिए के लिए समोसा प्राप्त करिए।,1
कुछ कॉफी लो कुछ कॉफी लो।,1
कुछ चाय लो मेरा मतलब है कि कुछ कॉफी लो।,1
कुछ कॉफी लाओ कॉफी,1
मुझे शाम 4:00 बजे जूता लेने जाना है,1
सेफवे से अममम वो कॉफी ला दो।,1
क्या मैं वाल अ वॉलमार्ट से टूथब्रश ले सकता हूं,1
म्म्झु मुझे अमेज़न से कपड़े चाहिए,1
म्म्म्झे मुझे कैश द्वारा एक प्रोडक्ट चाहिए,1
क्या मुझे बिग बाजार से मुझे बिग बाजार से डोरिटोस का बैग नगद मिल सकता है?,1
क्या मुझे चिप्स का बैग मिल सकता है ?,1
उम्म जूते जूते लाओ क्रेडिट में डेल्हीवारी से,1
"कुछ चाय, कुछ चाय ले आओ।",1
क्या मुझे क्या मुझे अंकल चिप्स का एक पैकेट मिल सकता है?,1
मुझे बिग बिगबाजार से शैम्पू चाहिए,1
मुझे शुगर एंड स्पाइस से लाने है १२ पेस्ट्री लाने है।,1
कुछ चाय लो मेरा मतलब है कुछ मीठी चाय लो।,1
एक नया फोन नया फोन लेने की जरूरत है,1
ब्लैक फ्राइडे की सबसे अच्छी सबसे अच्छी सेल फोन डील्स क्या है ।,1
छात्रों के लिए एप्पल आईफोन के कौन से उपलब्ध हैं कौन से डिस्काउंट उपलब्ध हैं?,1
अम्म्म अमेज़न पे मोबाइल फ़ोन की सबसे अच्छी डील चल रही है,1
ह्यूगो बॉस के आहह के लिए सर्वश्रेष्ठ इन-स्टोर डिस्काउंट दिखाएं।,1
अम्म २५ जनवरी को खत्म होने वाली कैश रिवार्ड्स वाली लेटेस्ट लेटेस्ट डील दिखाओ,1
स्पेशल मंडे डिस्काउंट अम्म्म्म दिखाओ।,1
२५ दिसंबर को मिलने वाली लेट लेटेस्ट डील दिखाओ,1
फ्लिप फ्लिपकार्ट पर स्मार्टफोन पर बेस्ट डील्स दिखाओ,1
छूट की जानकारी प्राप्त करो प्राप्त करो छूट की जानकारी,1
वेरिज़ोन पर सैमसंग के फोन अम्म स्मार्टफोन पर ऑफर्स सिखाओ ज़रा,1
ऑनलाइन मममममम प्रमोशन्स दिखाओ।,1
वेल्स फारगो खोलकर ओहह खोलो और ३१ जुलाई तक वैध सेफोड़ा के लिए रिवाॅर्डस ढूंढो।,1
ब्लैक ब्लैक फ्राइडे पर होने वाली ५०% छूट वाले कपडे की जानकारी दो,1
कार रेंटल के ऊपर ऊपर ऑफर दिखाओ,1
क्या रिलायंस में रिलायंस मार्ट में कोई डिस्काउंट चल रहा है?,1
ग्रुपोन खोले और मुझे साइबर सोमवार के लिए टारगेट पर उपलब्ध दिखाएं डील्स दिखाएं,1
टाटा निउ पर आज के दवाई के ऑफर उम्म बताना,1
"फोन पर छूट, मेरा मतलब है कि मोबाइल पर 100% तक कैशबैक प्राप्त करें।",1
२०% की छूट वाले हममम लिवाइस जींस के ऑफर ढूंढो।,1
२०% छूट वाले किराना सामान बताना उम्म अमेज़न पर,1
सैमसंग मोबाइल फ़ोन की खरीदी पर आ आज के डिस्काउंट दिखाओ,1
क्या आप मुझे दिखा सकते हैं कि क्या आप मुझे 10 फरवरी तक मान्य नवीनतम प्रचार दिखा सकते हैं?,1
"अमेज़न पर हैंडवाश हैंडवाश पर ऐसे डील्स हैं क्या, जहाँ २ के साथ तीसरा फ्री मिलेगा?",1
मुझे अमेजाॅन के लेटेस्ट दिखाओ लेटेस्ट डील दिखाओ।,1
मुझे सनग्लासेस पर १ के साथ १ मुफ्त वाले वह चाहिए डिस्काउंट चाहिए।,1
"हे बैंक ऑफ अमेरिका, मुझे छात्रों के लिए एंटरप्राइज कार रेंटल्स के कुछ अममममहहह कैशबैक रिवार्ड दिखाइए।",1
मुझे लेटेस्ट मुझे लेटेस्ट पिक्सल २ के प्रमोशनल ऑफर्स दिखाओ।,1
"मुझे अमेज़न पर, अमेज़न पर नवीनतम डील प्राप्त करें।",1
सबसे बेहतर बेहतर फोन का क्या क्या डील है,1
ग्रुपॉन खोलो और साइबर मंडे के लिए उपलब्ध के लिए उपलब्ध टारगेट डील्स ढूंढो।,1
आज लैपटॉप पर क्या ऑफर चल रही है,1
मैं देखना चाहता हूं फर्नीचर पर छूट,1
"मुझे नवीनतम, नवीनतम सौदे प्राप्त करें ऐप्पल टैबलेट पर।",1
अमेज़ अमेज़न पर लेटेस्ट डील्स दो मुझे,1
स्कूटर लेने के लिए बजाज ने समय कौन सा डिस्काउंट कूपन यूजर्स के लिए लॉन्च किया है,1
अमेज़न के ग्रेट इंडियन स्सेल्ल सेल के ऑफर दिखाओ,1
मिंत्रा पर कपड़ों पर हम्म बच्चों के कपड़ों पर एक की खरीद पर एक फ्री वाले ऑफर दिखाओ,1
यहाँ उम्म्म वरिष्ठ नागरिकों के लिए क्या ऑफर है,1
फ्लिप फ्लिपकार्ट पर स्मार्टफोन पर बेस्ट डील्स दिखाओ।,1
जनवरी जनवरी २३ तक वैध रहने वाले ऑफर्स दिखाओ आईफोन पर,1
क्या तुम अमेजॉन पर 35% ऑफ के प्रोडक्ट को दिखा सकते हो,1
ग्रुपोन पे क्कै कैशबैक आफर्स दिखाओ,1
अमेजॉन पर सबसे नई सबसे नई डील्स बताओ ।,1
अमे अ अमेज़न पर सेल फोन पर सबसे अच्छी डील क्या है,1
डिस्क डिस्काउंट्स की जानकारी लाओ,1
"ब्लैक फ्राइडे मेरा मतलब है, साइबर मंडे पर सेल फ़ोन के सर्वश्रेष्ठ डील क्या है",1
"मुझे लैपटॉप, क्रोमा पर लैपटॉप सम्बन्धी कैशबैक वाले सौदे दिखाएं।",1
यहाँ उम्म्म वरिष्ठ नागरिकों के लिए क्या ऑफर है।,1
पता करो अमेजॉन पर जाकर कपड़ों पर 9% ऑफ वाले ऑफर का पता करो।,1
स्पेशल मंडे डिस्काउंट आम्म्म डिस्काउंट  दिखाओ जो ३० सितम्बर तक वैध है।,1
वेल्स फ़ार्गो खोलें और ब्लैक और ब्लैक फ्राइडे के सर्वश्रेष्ठ सेल फोन सौदे क्या है,1
एप्पल टैब्लेट्स पर वो ममम लेटेस्ट डील्स प्राप्त करें।,1
अमेज़ॉन पे हम्म्म अमेज़ॉन पे स्टूडेंट डिस्काऊंट क्या चल रहा हे दिखाओ।,1
एप्पल के फोन पर छात्र के लिए लिए क्या छुट है,1
पता करो अमेजॉन पर जाकर कपड़ों पर 6% ऑफ वाले ऑफर का पता करो।,1
मुझे ३१ अगस्त आहां ३१ अगस्त तक वैध रहने वाली डिस्काउंट के बारे में बताओ,1
